code,id,market,flag
603848,1,SH,True
603843,1,SH,True
603839,1,SH,True
603838,1,SH,True
603836,1,SH,True
603833,1,SH,True
603829,1,SH,True
603828,1,SH,True
603826,1,SH,True
603825,1,SH,True
603823,1,SH,True
603822,1,SH,True
603819,1,SH,True
603818,1,SH,True
603817,1,SH,True
603816,1,SH,True
603815,1,SH,True
603813,1,SH,True
603811,1,SH,True
603810,1,SH,True
603809,1,SH,True
603808,1,SH,True
603806,1,SH,True
603803,1,SH,True
603801,1,SH,True
603800,1,SH,True
603799,1,SH,True
603798,1,SH,True
603797,1,SH,True
603790,1,SH,True
603789,1,SH,True
603788,1,SH,True
603787,1,SH,True
603786,1,SH,True
603779,1,SH,True
603778,1,SH,True
603777,1,SH,True
603776,1,SH,True
603773,1,SH,True
603768,1,SH,True
603767,1,SH,True
603766,1,SH,True
603759,1,SH,True
603758,1,SH,True
603757,1,SH,True
603755,1,SH,True
603739,1,SH,True
603738,1,SH,True
603737,1,SH,True
603733,1,SH,True
603730,1,SH,True
603729,1,SH,True
603728,1,SH,True
603727,1,SH,True
603726,1,SH,True
603725,1,SH,True
603722,1,SH,True
603721,1,SH,True
603719,1,SH,True
603718,1,SH,True
603717,1,SH,True
603716,1,SH,True
603713,1,SH,True
603712,1,SH,True
603711,1,SH,True
603709,1,SH,True
603708,1,SH,True
603707,1,SH,True
603706,1,SH,True
603703,1,SH,True
603701,1,SH,True
603700,1,SH,True
603699,1,SH,True
603698,1,SH,True
603697,1,SH,True
603696,1,SH,True
603693,1,SH,True
603690,1,SH,True
603689,1,SH,True
603688,1,SH,True
603687,1,SH,True
603686,1,SH,True
603685,1,SH,True
603683,1,SH,True
603682,1,SH,True
603681,1,SH,True
603680,1,SH,True
603679,1,SH,True
603678,1,SH,True
603677,1,SH,True
603676,1,SH,True
603669,1,SH,True
603668,1,SH,True
603667,1,SH,True
603666,1,SH,True
603665,1,SH,True
603663,1,SH,True
603662,1,SH,True
603661,1,SH,True
603660,1,SH,True
603659,1,SH,True
603658,1,SH,True
603657,1,SH,True
603656,1,SH,True
603655,1,SH,True
603650,1,SH,True
603648,1,SH,True
603639,1,SH,True
603638,1,SH,True
603637,1,SH,True
603636,1,SH,True
603633,1,SH,True
603630,1,SH,True
603629,1,SH,True
603628,1,SH,True
603626,1,SH,True
603619,1,SH,True
603618,1,SH,True
603617,1,SH,True
603616,1,SH,True
603615,1,SH,True
603613,1,SH,True
603612,1,SH,True
603611,1,SH,True
603610,1,SH,True
603609,1,SH,True
603608,1,SH,True
603607,1,SH,True
603606,1,SH,True
603605,1,SH,True
603603,1,SH,True
603602,1,SH,True
603601,1,SH,True
603600,1,SH,True
603599,1,SH,True
603598,1,SH,True
603596,1,SH,True
603595,1,SH,True
603590,1,SH,True
603589,1,SH,True
603588,1,SH,True
603587,1,SH,True
603586,1,SH,True
603585,1,SH,True
603583,1,SH,True
603580,1,SH,True
603579,1,SH,True
603578,1,SH,True
603577,1,SH,True
603569,1,SH,True
603568,1,SH,True
603567,1,SH,True
603566,1,SH,True
603565,1,SH,True
603559,1,SH,True
603558,1,SH,True
603557,1,SH,True
603556,1,SH,True
603555,1,SH,True
603551,1,SH,True
603538,1,SH,True
603536,1,SH,True
603535,1,SH,True
603533,1,SH,True
603530,1,SH,True
603529,1,SH,True
603528,1,SH,True
603527,1,SH,True
603520,1,SH,True
603519,1,SH,True
603518,1,SH,True
603517,1,SH,True
603516,1,SH,True
603515,1,SH,True
603511,1,SH,True
603508,1,SH,True
603507,1,SH,True
603506,1,SH,True
603505,1,SH,True
603501,1,SH,True
603500,1,SH,True
603499,1,SH,True
603496,1,SH,True
603489,1,SH,True
603488,1,SH,True
603486,1,SH,True
603477,1,SH,True
603466,1,SH,True
603458,1,SH,True
603456,1,SH,True
603444,1,SH,True
603439,1,SH,True
603429,1,SH,True
603421,1,SH,True
603416,1,SH,True
603409,1,SH,True
603408,1,SH,True
603406,1,SH,True
603400,1,SH,True
603399,1,SH,True
603398,1,SH,True
603396,1,SH,True
603395,1,SH,True
603393,1,SH,True
603392,1,SH,True
603391,1,SH,True
603390,1,SH,True
603389,1,SH,True
603388,1,SH,True
603387,1,SH,True
603386,1,SH,True
603385,1,SH,True
603383,1,SH,True
603382,1,SH,True
603381,1,SH,True
603380,1,SH,True
603379,1,SH,True
603378,1,SH,True
603377,1,SH,True
603375,1,SH,True
603373,1,SH,True
603370,1,SH,False
603369,1,SH,True
603368,1,SH,True
603367,1,SH,True
603366,1,SH,True
603365,1,SH,True
603363,1,SH,True
603360,1,SH,True
603359,1,SH,True
603358,1,SH,True
603357,1,SH,True
603356,1,SH,True
603355,1,SH,True
603353,1,SH,True
603351,1,SH,True
603350,1,SH,True
603348,1,SH,True
603345,1,SH,True
603344,1,SH,True
603341,1,SH,True
603339,1,SH,True
603338,1,SH,True
603337,1,SH,True
603336,1,SH,True
603335,1,SH,True
603333,1,SH,True
603332,1,SH,True
603331,1,SH,True
603330,1,SH,True
603329,1,SH,True
603328,1,SH,True
603327,1,SH,True
603326,1,SH,True
603325,1,SH,True
603324,1,SH,True
603323,1,SH,True
603322,1,SH,True
603321,1,SH,True
603320,1,SH,True
603319,1,SH,True
603318,1,SH,True
603317,1,SH,True
603316,1,SH,True
603315,1,SH,True
603313,1,SH,True
603312,1,SH,True
603311,1,SH,True
603310,1,SH,True
603309,1,SH,True
603308,1,SH,True
603307,1,SH,True
603306,1,SH,True
603305,1,SH,True
603303,1,SH,True
603301,1,SH,True
603300,1,SH,True
603299,1,SH,True
603298,1,SH,True
603297,1,SH,True
603296,1,SH,True
603291,1,SH,True
603290,1,SH,True
603289,1,SH,True
603288,1,SH,True
603286,1,SH,True
603285,1,SH,True
603283,1,SH,True
603282,1,SH,True
603281,1,SH,True
603280,1,SH,True
603279,1,SH,True
603278,1,SH,True
603277,1,SH,True
603276,1,SH,True
603275,1,SH,True
603273,1,SH,True
603272,1,SH,True
603271,1,SH,True
603270,1,SH,True
603269,1,SH,True
603268,1,SH,True
603267,1,SH,True
603266,1,SH,True
603262,1,SH,True
603261,1,SH,True
603260,1,SH,True
603259,1,SH,True
603258,1,SH,True
603257,1,SH,True
603256,1,SH,True
603255,1,SH,True
603239,1,SH,True
603238,1,SH,True
603237,1,SH,True
603236,1,SH,True
603235,1,SH,True
603233,1,SH,True
603232,1,SH,True
603231,1,SH,True
603230,1,SH,True
603229,1,SH,True
603228,1,SH,True
603227,1,SH,True
603226,1,SH,True
603225,1,SH,True
603223,1,SH,True
603222,1,SH,True
603221,1,SH,True
603220,1,SH,True
603219,1,SH,True
603218,1,SH,True
603217,1,SH,True
603216,1,SH,True
603215,1,SH,True
603214,1,SH,True
603213,1,SH,True
603212,1,SH,True
603211,1,SH,True
603210,1,SH,True
603209,1,SH,True
603208,1,SH,True
603207,1,SH,True
603206,1,SH,True
603205,1,SH,True
603203,1,SH,True
603202,1,SH,True
603201,1,SH,True
603200,1,SH,True
603199,1,SH,True
603198,1,SH,True
603197,1,SH,True
603196,1,SH,True
603195,1,SH,True
603194,1,SH,True
603193,1,SH,True
603192,1,SH,True
603191,1,SH,True
603190,1,SH,True
603189,1,SH,True
603188,1,SH,True
603187,1,SH,True
603186,1,SH,True
603185,1,SH,True
603183,1,SH,True
603182,1,SH,True
603181,1,SH,True
603180,1,SH,True
603179,1,SH,True
603178,1,SH,True
603177,1,SH,True
603176,1,SH,True
603173,1,SH,True
603172,1,SH,True
603171,1,SH,True
603170,1,SH,True
603169,1,SH,True
603168,1,SH,True
603167,1,SH,True
603166,1,SH,True
603165,1,SH,True
603163,1,SH,True
603162,1,SH,True
603161,1,SH,True
603160,1,SH,True
603159,1,SH,True
603158,1,SH,True
603157,1,SH,True
603156,1,SH,True
603155,1,SH,True
603153,1,SH,True
603151,1,SH,True
603150,1,SH,True
603139,1,SH,True
603138,1,SH,True
603137,1,SH,True
603136,1,SH,True
603135,1,SH,True
603133,1,SH,True
603132,1,SH,True
603131,1,SH,True
603130,1,SH,True
603129,1,SH,True
603128,1,SH,True
603127,1,SH,True
603126,1,SH,True
603125,1,SH,True
603124,1,SH,True
603123,1,SH,True
603122,1,SH,True
603121,1,SH,True
603120,1,SH,True
603119,1,SH,True
603118,1,SH,True
603117,1,SH,True
603116,1,SH,True
603115,1,SH,True
603113,1,SH,True
603112,1,SH,True
603111,1,SH,True
603110,1,SH,True
603109,1,SH,True
603108,1,SH,True
603107,1,SH,True
603106,1,SH,True
603105,1,SH,True
603103,1,SH,True
603102,1,SH,True
603101,1,SH,True
603100,1,SH,True
603099,1,SH,True
603098,1,SH,True
603097,1,SH,True
603096,1,SH,True
603095,1,SH,True
603093,1,SH,True
603091,1,SH,True
603090,1,SH,True
603089,1,SH,True
603088,1,SH,True
603087,1,SH,True
603086,1,SH,True
603085,1,SH,True
603083,1,SH,True
603082,1,SH,True
603081,1,SH,True
603080,1,SH,True
603079,1,SH,True
603078,1,SH,True
603077,1,SH,True
603076,1,SH,True
603075,1,SH,True
603073,1,SH,True
603072,1,SH,True
603071,1,SH,True
603070,1,SH,True
603069,1,SH,True
603068,1,SH,True
603067,1,SH,True
603066,1,SH,True
603065,1,SH,True
603063,1,SH,True
603062,1,SH,True
603061,1,SH,True
603060,1,SH,True
603059,1,SH,True
603058,1,SH,True
603057,1,SH,True
603056,1,SH,True
603055,1,SH,True
603053,1,SH,True
603052,1,SH,True
603051,1,SH,True
